Customer_ID,Customer_Name,Customer_Segment,Product_Category,Sales_Amount_AED,Monthly_Visit_Frequency,Transaction_Date,Payment_Method,Store_Location,Country
LULU-10448,Aisha Ibrahim,Loyalty,Beauty & Personal Care,812.812,4,2024-08-12,Lulu Pay,Deira,United Arab Emirates
LULU-10121,Fatima Malik,Budget,Beauty & Personal Care,805.45,3,2024-06-06,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10834,Noora Ibrahim,Standard,Beauty & Personal Care,802.25,3,2024-05-02,Debit Card,Jumeirah,United Arab Emirates
LULU-10394,Fatima Abbas,Loyalty,Beauty & Personal Care,790.3280000000001,3,2024-09-17,Cash,Jumeirah,United Arab Emirates
LULU-10176,Mohammed Al-Harbi,Standard,Beauty & Personal Care,788.12,1,2024-10-11,Credit Card,Al Qusais,United Arab Emirates
LULU-10581,Mustafa Al-Rashid,Standard,Beauty & Personal Care,784.04,2,2024-08-23,Cash,Al Barsha,United Arab Emirates
LULU-10647,Fatima Abbas,Loyalty,Beauty & Personal Care,783.101,4,2024-10-04,Credit Card,Al Qusais,United Arab Emirates
LULU-10266,Zainab Abbas,Loyalty,Beauty & Personal Care,766.711,4,2024-06-18,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10134,Khaled Al-Harbi,Budget,Beauty & Personal Care,766.42,3,2024-12-27,Credit Card,Al Barsha,United Arab Emirates
LULU-10154,Hamad Al-Sayed,Loyalty,Beauty & Personal Care,764.3460000000001,6,2024-02-28,Debit Card,Al Barsha,United Arab Emirates
LULU-10020,Omar Al-Sayed,Loyalty,Beauty & Personal Care,754.908,3,2024-05-01,Credit Card,Deira,United Arab Emirates
LULU-10550,Mustafa Malik,Standard,Beauty & Personal Care,744.49,3,2024-12-16,Credit Card,Muwaileh,United Arab Emirates
LULU-10234,Aisha Ibrahim,Loyalty,Beauty & Personal Care,739.2330000000001,3,2024-10-08,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10516,Mariam Abbas,Standard,Beauty & Personal Care,731.04,3,2024-07-22,Cash,Jumeirah,United Arab Emirates
LULU-10068,Youssef Ibrahim,Standard,Beauty & Personal Care,727.01,1,2024-03-23,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10980,Layla Al-Maktoum,Loyalty,Beauty & Personal Care,693.715,6,2024-09-02,Credit Card,Jumeirah,United Arab Emirates
LULU-10848,Khaled Abbas,Premium,Beauty & Personal Care,667.7299999999999,1,2024-01-18,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10950,Abdullah Al-Sayed,Standard,Beauty & Personal Care,636.36,2,2024-07-12,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10372,Khaled Al-Harbi,Loyalty,Beauty & Personal Care,623.3040000000001,4,2024-09-09,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10384,Mariam Khan,Standard,Beauty & Personal Care,618.74,2,2024-03-03,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10670,Zainab Mansoor,Standard,Beauty & Personal Care,616.31,1,2024-06-26,Credit Card,Deira,United Arab Emirates
LULU-10567,Layla Al-Rashid,Loyalty,Beauty & Personal Care,610.368,4,2024-07-12,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10518,Mustafa Al-Harbi,Loyalty,Beauty & Personal Care,609.444,6,2024-07-13,Credit Card,Jumeirah,United Arab Emirates
LULU-10362,Noora Abbas,Standard,Beauty & Personal Care,600.64,3,2024-02-21,Cash,Jumeirah,United Arab Emirates
LULU-10739,Ahmed Al-Harbi,Loyalty,Beauty & Personal Care,588.841,5,2024-02-11,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10378,Fatima Mansoor,Budget,Beauty & Personal Care,574.45,3,2024-09-07,Cash,Jumeirah,United Arab Emirates
LULU-10927,Mustafa Mansoor,Budget,Beauty & Personal Care,551.98,4,2024-07-14,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10752,Mohammed Malik,Loyalty,Beauty & Personal Care,541.6510000000001,5,2024-06-27,Lulu Pay,Deira,United Arab Emirates
LULU-10804,Layla Khan,Standard,Beauty & Personal Care,492.12,4,2024-07-16,Cash,Deira,United Arab Emirates
LULU-10748,Khaled Al-Harbi,Standard,Beauty & Personal Care,472.5,3,2024-11-01,Cash,Muwaileh,United Arab Emirates
LULU-10896,Khaled Al-Harbi,Loyalty,Beauty & Personal Care,469.4030000000001,6,2024-04-11,Credit Card,Al Qusais,United Arab Emirates
LULU-10997,Noora Malik,Loyalty,Beauty & Personal Care,461.63700000000006,6,2024-05-24,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10825,Mohammed Malik,Loyalty,Beauty & Personal Care,453.45300000000003,3,2024-03-26,Cash,Al Qusais,United Arab Emirates
LULU-10335,Ahmed Ibrahim,Loyalty,Beauty & Personal Care,440.814,3,2024-08-26,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10203,Abdullah Al-Maktoum,Loyalty,Beauty & Personal Care,425.502,6,2024-06-22,Credit Card,Al Qusais,United Arab Emirates
LULU-10872,Abdullah Al-Farsi,Premium,Beauty & Personal Care,414.288,3,2024-09-12,Debit Card,Deira,United Arab Emirates
LULU-10769,Mustafa Al-Sayed,Standard,Beauty & Personal Care,403.22,4,2024-07-19,Cash,Al Barsha,United Arab Emirates
LULU-10763,Layla Mansoor,Standard,Beauty & Personal Care,394.36,3,2024-02-10,Credit Card,Al Barsha,United Arab Emirates
LULU-10138,Noora Al-Maktoum,Loyalty,Beauty & Personal Care,385.2420000000001,3,2024-08-19,Credit Card,Muwaileh,United Arab Emirates
LULU-10221,Mariam Al-Rashid,Budget,Beauty & Personal Care,338.67,4,2024-02-23,Cash,Muwaileh,United Arab Emirates
LULU-10128,Reem Al-Rashid,Budget,Beauty & Personal Care,296.07,2,2024-09-01,Credit Card,Deira,United Arab Emirates
LULU-10019,Abdullah Abbas,Loyalty,Beauty & Personal Care,292.105,3,2024-11-25,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10921,Mustafa Abbas,Loyalty,Beauty & Personal Care,272.437,3,2024-07-25,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10935,Reem Al-Maktoum,Loyalty,Beauty & Personal Care,271.865,4,2024-03-14,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10447,Hamad Mansoor,Standard,Beauty & Personal Care,230.05,2,2024-06-18,Cash,Muwaileh,United Arab Emirates
LULU-10713,Mohammed Ibrahim,Budget,Beauty & Personal Care,226.37,2,2024-09-23,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10803,Khaled Khan,Standard,Beauty & Personal Care,221.86,4,2024-04-22,Credit Card,Deira,United Arab Emirates
LULU-10509,Abdullah Mansoor,Budget,Beauty & Personal Care,217.21,2,2024-06-11,Cash,Jumeirah,United Arab Emirates
LULU-10216,Reem Malik,Loyalty,Beauty & Personal Care,200.40900000000002,3,2024-07-12,Credit Card,Jumeirah,United Arab Emirates
LULU-10434,Aisha Al-Sayed,Budget,Beauty & Personal Care,182.99,3,2024-06-17,Debit Card,Deira,United Arab Emirates
LULU-10653,Youssef Ibrahim,Premium,Groceries,618.324,6,2024-11-13,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10275,Mohammed Malik,Premium,Groceries,609.3499999999999,7,2024-12-28,Credit Card,Muwaileh,United Arab Emirates
LULU-10749,Hamad Al-Farsi,Premium,Groceries,529.508,5,2024-05-01,Credit Card,Deira,United Arab Emirates
LULU-10468,Noora Al-Sayed,Premium,Groceries,498.708,4,2024-09-28,Cash,Jumeirah,United Arab Emirates
LULU-10069,Ahmed Al-Rashid,Premium,Groceries,496.44,7,2024-01-06,Credit Card,Jumeirah,United Arab Emirates
LULU-10195,Youssef Malik,Loyalty,Groceries,493.73500000000007,6,2024-03-13,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10864,Layla Malik,Loyalty,Groceries,490.72100000000006,9,2024-02-17,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10953,Zainab Al-Farsi,Loyalty,Groceries,488.213,11,2024-07-16,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10883,Mohammed Al-Harbi,Loyalty,Groceries,487.91600000000005,10,2024-04-07,Debit Card,Al Barsha,United Arab Emirates
LULU-10703,Abdullah Abbas,Premium,Groceries,485.688,8,2024-03-06,Credit Card,Muwaileh,United Arab Emirates
LULU-10773,Omar Malik,Loyalty,Groceries,455.147,10,2024-01-20,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10894,Reem Al-Rashid,Loyalty,Groceries,450.747,8,2024-06-05,Debit Card,Al Qusais,United Arab Emirates
LULU-10471,Youssef Abbas,Loyalty,Groceries,449.26200000000006,10,2024-09-16,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10695,Sara Malik,Budget,Groceries,448.26,9,2024-09-10,Cash,Jumeirah,United Arab Emirates
LULU-10538,Ahmed Mansoor,Loyalty,Groceries,446.21500000000003,10,2024-05-22,Lulu Pay,Deira,United Arab Emirates
LULU-10766,Mustafa Ibrahim,Standard,Groceries,444.76,11,2024-06-22,Lulu Pay,Deira,United Arab Emirates
LULU-10083,Youssef Al-Harbi,Budget,Groceries,444.11,6,2024-05-26,Credit Card,Muwaileh,United Arab Emirates
LULU-10918,Khaled Mansoor,Standard,Groceries,443.57,4,2024-10-18,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10520,Fatima Al-Maktoum,Loyalty,Groceries,442.92600000000004,7,2024-10-15,Credit Card,Deira,United Arab Emirates
LULU-10512,Reem Al-Farsi,Premium,Groceries,441.96599999999995,10,2024-03-13,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10333,Zainab Malik,Standard,Groceries,441.22,6,2024-01-07,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10714,Layla Al-Rashid,Loyalty,Groceries,439.69200000000006,11,2024-12-24,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10638,Fatima Abbas,Budget,Groceries,439.52,5,2024-10-27,Cash,Muwaileh,United Arab Emirates
LULU-10822,Youssef Abbas,Standard,Groceries,438.03,7,2024-01-15,Credit Card,Al Barsha,United Arab Emirates
LULU-10092,Aisha Mansoor,Loyalty,Groceries,434.44500000000005,10,2024-04-10,Debit Card,Al Qusais,United Arab Emirates
LULU-10074,Aisha Al-Maktoum,Premium,Groceries,433.55199999999996,4,2024-03-13,Credit Card,Al Barsha,United Arab Emirates
LULU-10914,Mariam Ibrahim,Budget,Groceries,433.19,7,2024-09-15,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10474,Fatima Al-Sayed,Budget,Groceries,430.89,5,2024-06-25,Credit Card,Deira,United Arab Emirates
LULU-10720,Mustafa Ibrahim,Budget,Groceries,425.47,5,2024-07-15,Credit Card,Al Barsha,United Arab Emirates
LULU-10320,Khaled Khan,Budget,Groceries,424.94,7,2024-06-26,Credit Card,Al Qusais,United Arab Emirates
LULU-10061,Fatima Al-Maktoum,Budget,Groceries,424.66,11,2024-04-25,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10082,Youssef Khan,Budget,Groceries,423.09,5,2024-11-13,Credit Card,Al Barsha,United Arab Emirates
LULU-10626,Mohammed Al-Farsi,Loyalty,Groceries,417.76900000000006,10,2024-07-05,Credit Card,Al Qusais,United Arab Emirates
LULU-10135,Layla Al-Sayed,Budget,Groceries,415.94,4,2024-11-22,Credit Card,Al Qusais,United Arab Emirates
LULU-10589,Abdullah Al-Rashid,Budget,Groceries,414.24,5,2024-12-21,Credit Card,Deira,United Arab Emirates
LULU-10043,Reem Al-Rashid,Loyalty,Groceries,411.45500000000004,6,2024-08-13,Credit Card,Al Barsha,United Arab Emirates
LULU-10078,Layla Al-Maktoum,Budget,Groceries,410.46,4,2024-11-12,Debit Card,Muwaileh,United Arab Emirates
LULU-10289,Ahmed Al-Maktoum,Budget,Groceries,408.05,11,2024-01-15,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10098,Layla Al-Maktoum,Loyalty,Groceries,406.73600000000005,6,2024-06-15,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10174,Omar Al-Maktoum,Loyalty,Groceries,406.12,10,2024-11-28,Cash,Muwaileh,United Arab Emirates
LULU-10167,Sara Al-Sayed,Budget,Groceries,404.0,6,2024-08-26,Lulu Pay,Deira,United Arab Emirates
LULU-10828,Layla Al-Maktoum,Budget,Groceries,401.94,8,2024-11-10,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10364,Abdullah Al-Harbi,Standard,Groceries,401.59,4,2024-08-13,Lulu Pay,Deira,United Arab Emirates
LULU-10776,Mustafa Al-Farsi,Budget,Groceries,401.37,8,2024-04-14,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10467,Mustafa Al-Sayed,Standard,Groceries,400.35,10,2024-05-24,Credit Card,Jumeirah,United Arab Emirates
LULU-10929,Layla Mansoor,Budget,Groceries,400.27,9,2024-09-18,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10765,Aisha Khan,Standard,Groceries,396.41,6,2024-10-02,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10507,Zainab Malik,Budget,Groceries,396.08,4,2024-06-05,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10037,Aisha Al-Maktoum,Budget,Groceries,395.67,7,2024-03-04,Credit Card,Al Barsha,United Arab Emirates
LULU-10975,Mustafa Al-Sayed,Budget,Groceries,389.28,10,2024-08-13,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10300,Layla Abbas,Budget,Groceries,386.8,11,2024-07-23,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10117,Mohammed Al-Sayed,Budget,Groceries,386.73,11,2024-11-09,Lulu Pay,Deira,United Arab Emirates
LULU-10616,Omar Al-Maktoum,Budget,Groceries,386.36,9,2024-08-15,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10771,Reem Al-Farsi,Budget,Groceries,386.0,9,2024-02-23,Debit Card,Muwaileh,United Arab Emirates
LULU-10088,Layla Al-Rashid,Budget,Groceries,382.55,5,2024-12-01,Cash,Jumeirah,United Arab Emirates
LULU-10693,Youssef Al-Rashid,Budget,Groceries,381.46,5,2024-10-21,Credit Card,Jumeirah,United Arab Emirates
LULU-10588,Abdullah Mansoor,Budget,Groceries,381.02,8,2024-11-21,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10042,Mohammed Khan,Loyalty,Groceries,380.94100000000003,6,2024-09-11,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10466,Reem Abbas,Budget,Groceries,374.35,11,2024-04-02,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10634,Mariam Malik,Budget,Groceries,371.99,4,2024-03-20,Credit Card,Al Qusais,United Arab Emirates
LULU-10963,Aisha Al-Farsi,Premium,Groceries,371.0419999999999,4,2024-07-14,Credit Card,Deira,United Arab Emirates
LULU-10209,Fatima Al-Maktoum,Budget,Groceries,370.23,5,2024-10-23,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10732,Hamad Mansoor,Budget,Groceries,369.46,7,2024-01-16,Credit Card,Al Barsha,United Arab Emirates
LULU-10845,Layla Al-Sayed,Budget,Groceries,369.12,10,2024-11-04,Debit Card,Muwaileh,United Arab Emirates
LULU-10049,Mariam Al-Harbi,Budget,Groceries,368.07,10,2024-03-28,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10219,Ahmed Al-Maktoum,Standard,Groceries,367.18,10,2024-10-19,Cash,Muwaileh,United Arab Emirates
LULU-10700,Reem Malik,Standard,Groceries,363.76,4,2024-05-23,Credit Card,Muwaileh,United Arab Emirates
LULU-10190,Mohammed Al-Farsi,Budget,Groceries,361.94,9,2024-03-07,Cash,Al Qusais,United Arab Emirates
LULU-10454,Mohammed Al-Harbi,Standard,Groceries,358.65,9,2024-12-09,Lulu Pay,Deira,United Arab Emirates
LULU-10593,Ahmed Abbas,Loyalty,Groceries,353.056,10,2024-08-23,Debit Card,Muwaileh,United Arab Emirates
LULU-10308,Reem Abbas,Budget,Groceries,352.51,10,2024-07-06,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10542,Noora Al-Rashid,Budget,Groceries,349.29,8,2024-01-13,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10105,Fatima Ibrahim,Budget,Groceries,348.18,4,2024-12-19,Credit Card,Jumeirah,United Arab Emirates
LULU-10149,Hamad Al-Maktoum,Budget,Groceries,346.67,5,2024-09-07,Credit Card,Muwaileh,United Arab Emirates
LULU-10007,Layla Al-Maktoum,Loyalty,Groceries,346.511,7,2024-06-22,Cash,Muwaileh,United Arab Emirates
LULU-10326,Hamad Al-Rashid,Standard,Groceries,342.98,6,2024-04-24,Cash,Jumeirah,United Arab Emirates
LULU-10262,Sara Ibrahim,Budget,Groceries,342.26,9,2024-04-08,Cash,Al Qusais,United Arab Emirates
LULU-10271,Khaled Al-Maktoum,Budget,Groceries,338.57,6,2024-07-20,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10902,Noora Mansoor,Budget,Groceries,336.13,7,2024-10-08,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10056,Aisha Al-Rashid,Loyalty,Groceries,330.374,7,2024-01-24,Lulu Pay,Deira,United Arab Emirates
LULU-10357,Youssef Abbas,Standard,Groceries,329.73,7,2024-04-13,Debit Card,Al Barsha,United Arab Emirates
LULU-10452,Reem Mansoor,Standard,Groceries,329.32,6,2024-05-16,Debit Card,Jumeirah,United Arab Emirates
LULU-10412,Aisha Al-Harbi,Budget,Groceries,329.1,8,2024-03-27,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10476,Layla Al-Harbi,Standard,Groceries,328.88,11,2024-07-27,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10126,Fatima Al-Harbi,Budget,Groceries,327.58,7,2024-10-11,Cash,Deira,United Arab Emirates
LULU-10527,Mohammed Abbas,Budget,Groceries,325.45,7,2024-09-22,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10060,Mohammed Abbas,Budget,Groceries,322.65,9,2024-02-19,Credit Card,Deira,United Arab Emirates
LULU-10106,Khaled Khan,Loyalty,Groceries,322.322,8,2024-08-27,Debit Card,Jumeirah,United Arab Emirates
LULU-10536,Sara Al-Maktoum,Budget,Groceries,320.99,7,2024-01-03,Lulu Pay,Deira,United Arab Emirates
LULU-10717,Reem Ibrahim,Budget,Groceries,320.3,9,2024-07-28,Debit Card,Deira,United Arab Emirates
LULU-10296,Khaled Malik,Loyalty,Groceries,319.82500000000005,10,2024-12-02,Credit Card,Al Barsha,United Arab Emirates
LULU-10269,Abdullah Ibrahim,Loyalty,Groceries,319.264,12,2024-06-03,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10045,Hamad Abbas,Budget,Groceries,318.81,6,2024-09-26,Cash,Jumeirah,United Arab Emirates
LULU-10247,Khaled Khan,Budget,Groceries,318.04,8,2024-12-03,Cash,Al Qusais,United Arab Emirates
LULU-10511,Zainab Al-Farsi,Budget,Groceries,312.07,4,2024-06-06,Credit Card,Jumeirah,United Arab Emirates
LULU-10213,Reem Al-Maktoum,Budget,Groceries,310.12,4,2024-03-26,Credit Card,Muwaileh,United Arab Emirates
LULU-10431,Abdullah Al-Maktoum,Budget,Groceries,307.93,8,2024-12-08,Cash,Al Barsha,United Arab Emirates
LULU-10368,Noora Al-Rashid,Budget,Groceries,303.64,9,2024-06-25,Credit Card,Jumeirah,United Arab Emirates
LULU-10728,Aisha Al-Sayed,Standard,Groceries,300.79,10,2024-03-25,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10349,Zainab Abbas,Budget,Groceries,298.37,9,2024-01-05,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10797,Ahmed Al-Rashid,Budget,Groceries,297.68,7,2024-07-09,Credit Card,Al Qusais,United Arab Emirates
LULU-10955,Mohammed Al-Harbi,Budget,Groceries,295.8,5,2024-12-13,Cash,Jumeirah,United Arab Emirates
LULU-10697,Abdullah Abbas,Budget,Groceries,294.15,10,2024-05-12,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10622,Mustafa Al-Harbi,Loyalty,Groceries,291.62100000000004,10,2024-04-08,Credit Card,Deira,United Arab Emirates
LULU-10312,Abdullah Mansoor,Budget,Groceries,291.4,5,2024-02-19,Credit Card,Deira,United Arab Emirates
LULU-10654,Abdullah Al-Rashid,Budget,Groceries,291.26,11,2024-02-28,Credit Card,Deira,United Arab Emirates
LULU-10584,Youssef Al-Rashid,Budget,Groceries,290.11,4,2024-04-20,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10931,Zainab Ibrahim,Budget,Groceries,288.42,11,2024-06-13,Cash,Al Qusais,United Arab Emirates
LULU-10379,Abdullah Al-Harbi,Budget,Groceries,287.46,5,2024-02-19,Debit Card,Al Barsha,United Arab Emirates
LULU-10366,Sara Al-Harbi,Budget,Groceries,286.68,8,2024-03-04,Lulu Pay,Deira,United Arab Emirates
LULU-10910,Mohammed Khan,Budget,Groceries,282.3,10,2024-05-10,Credit Card,Deira,United Arab Emirates
LULU-10525,Mohammed Malik,Loyalty,Groceries,280.401,10,2024-05-26,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10628,Mariam Al-Sayed,Budget,Groceries,279.22,11,2024-08-27,Cash,Al Qusais,United Arab Emirates
LULU-10062,Aisha Mansoor,Budget,Groceries,277.41,6,2024-01-03,Cash,Al Qusais,United Arab Emirates
LULU-10948,Mariam Al-Sayed,Budget,Groceries,276.34,4,2024-06-14,Debit Card,Al Qusais,United Arab Emirates
LULU-10572,Ahmed Abbas,Budget,Groceries,275.36,11,2024-05-06,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10244,Noora Al-Rashid,Budget,Groceries,269.77,9,2024-02-12,Debit Card,Jumeirah,United Arab Emirates
LULU-10743,Mustafa Malik,Budget,Groceries,268.37,8,2024-07-27,Lulu Pay,Deira,United Arab Emirates
LULU-10215,Youssef Malik,Budget,Groceries,266.99,6,2024-03-28,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10094,Hamad Al-Maktoum,Budget,Groceries,264.91,10,2024-07-16,Credit Card,Muwaileh,United Arab Emirates
LULU-10139,Youssef Abbas,Budget,Groceries,263.78,4,2024-02-06,Lulu Pay,Deira,United Arab Emirates
LULU-10024,Mohammed Malik,Budget,Groceries,262.37,5,2024-06-23,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10871,Fatima Al-Maktoum,Standard,Groceries,260.44,9,2024-07-16,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10178,Abdullah Malik,Budget,Groceries,260.01,6,2024-10-03,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10892,Hamad Ibrahim,Budget,Groceries,259.68,8,2024-09-16,Credit Card,Deira,United Arab Emirates
LULU-10716,Layla Al-Harbi,Budget,Groceries,258.75,7,2024-01-05,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10764,Mariam Al-Harbi,Loyalty,Groceries,253.96800000000002,6,2024-05-11,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10895,Omar Al-Farsi,Standard,Groceries,252.8,6,2024-09-22,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10942,Fatima Al-Sayed,Budget,Groceries,252.42,4,2024-09-19,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10125,Reem Al-Farsi,Budget,Groceries,250.92,11,2024-05-15,Cash,Jumeirah,United Arab Emirates
LULU-10270,Hamad Malik,Budget,Groceries,250.46,4,2024-10-06,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10650,Abdullah Al-Maktoum,Budget,Groceries,250.28,11,2024-07-21,Cash,Al Barsha,United Arab Emirates
LULU-10755,Mohammed Al-Harbi,Loyalty,Groceries,248.89700000000002,10,2024-07-25,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10347,Abdullah Malik,Budget,Groceries,247.68,6,2024-12-28,Cash,Jumeirah,United Arab Emirates
LULU-10949,Hamad Al-Harbi,Budget,Groceries,246.95,5,2024-01-23,Credit Card,Al Qusais,United Arab Emirates
LULU-10163,Omar Al-Rashid,Standard,Groceries,245.77,10,2024-11-26,Credit Card,Al Qusais,United Arab Emirates
LULU-10947,Fatima Al-Maktoum,Budget,Groceries,245.16,5,2024-05-26,Credit Card,Al Barsha,United Arab Emirates
LULU-10799,Zainab Al-Maktoum,Loyalty,Groceries,242.92400000000004,11,2024-01-12,Debit Card,Al Barsha,United Arab Emirates
LULU-10750,Ahmed Al-Maktoum,Budget,Groceries,240.88,11,2024-05-16,Lulu Pay,Deira,United Arab Emirates
LULU-10187,Mustafa Al-Sayed,Standard,Groceries,236.19,10,2024-07-10,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10994,Zainab Al-Maktoum,Budget,Groceries,233.99,4,2024-01-11,Credit Card,Muwaileh,United Arab Emirates
LULU-10204,Ahmed Mansoor,Budget,Groceries,232.09,11,2024-05-18,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10490,Zainab Al-Farsi,Standard,Groceries,230.05,5,2024-01-02,Debit Card,Jumeirah,United Arab Emirates
LULU-10241,Khaled Al-Rashid,Budget,Groceries,227.77,9,2024-10-11,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10119,Ahmed Mansoor,Loyalty,Groceries,227.678,13,2024-08-07,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10257,Layla Al-Rashid,Budget,Groceries,227.09,8,2024-07-09,Lulu Pay,Deira,United Arab Emirates
LULU-10120,Reem Mansoor,Budget,Groceries,225.5,4,2024-09-17,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10698,Layla Malik,Loyalty,Groceries,223.619,10,2024-10-01,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10015,Layla Khan,Budget,Groceries,221.02,5,2024-12-13,Credit Card,Al Barsha,United Arab Emirates
LULU-10515,Youssef Khan,Loyalty,Groceries,219.35100000000003,7,2024-07-16,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10841,Youssef Al-Farsi,Loyalty,Groceries,217.51400000000004,13,2024-10-17,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10115,Khaled Al-Maktoum,Budget,Groceries,214.74,9,2024-01-05,Lulu Pay,Deira,United Arab Emirates
LULU-10498,Fatima Khan,Budget,Groceries,213.26,4,2024-04-07,Credit Card,Deira,United Arab Emirates
LULU-10499,Mustafa Al-Sayed,Standard,Groceries,209.61,8,2024-10-06,Debit Card,Al Barsha,United Arab Emirates
LULU-10132,Omar Al-Farsi,Budget,Groceries,209.6,4,2024-05-09,Credit Card,Al Barsha,United Arab Emirates
LULU-10458,Youssef Al-Maktoum,Budget,Groceries,206.98,8,2024-03-03,Debit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10127,Mariam Malik,Loyalty,Groceries,205.711,11,2024-08-23,Cash,Muwaileh,United Arab Emirates
LULU-10704,Ahmed Mansoor,Budget,Groceries,203.11,10,2024-10-20,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10821,Sara Al-Harbi,Loyalty,Groceries,201.26700000000002,13,2024-08-12,Credit Card,Deira,United Arab Emirates
LULU-10272,Abdullah Ibrahim,Premium,Groceries,195.22999999999996,9,2024-04-18,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10979,Khaled Al-Farsi,Budget,Groceries,192.62,4,2024-05-18,Credit Card,Al Barsha,United Arab Emirates
LULU-10097,Mustafa Al-Maktoum,Budget,Groceries,192.4,9,2024-02-17,Cash,Jumeirah,United Arab Emirates
LULU-10607,Sara Ibrahim,Budget,Groceries,192.05,6,2024-12-15,Credit Card,Dubai Silicon Oasis,United Arab Emirates
